g,FSV,pval,qval
Zfp457,0.99995455,3.20E-05,0.000449144
Plek2,0.99995455,3.20E-05,0.000449144
Gtpbp6,0.99995455,3.20E-05,0.000449144
Ccdc166,0.99995455,3.22E-05,0.000450832
Rimbp3,0.99995455,3.27E-05,0.0004571
Jph2,0.99995455,3.29E-05,0.000459287
Dydc2,0.99995455,3.29E-05,0.000459287
Gm19277,0.99995455,3.29E-05,0.000459287
Gm15760,0.996737745,3.32E-05,0.000462791
Fgfr4,0.99995455,3.33E-05,0.00046364
Zfp382,0.99995455,3.52E-05,0.000489446
Mybl1,0.99995455,3.53E-05,0.000491213
Slc5a8,0.834840231,3.61E-05,0.000501344
Cacna2d4,0.99995455,3.65E-05,0.000507093
Fam186b,0.7569959,3.67E-05,0.000509017
Card6,0.658403574,3.74E-05,0.0005181
Catsper2,0.99995455,3.79E-05,0.0005253
Mks1,0.99995455,3.82E-05,0.000528886
Ccr2,0.99995455,4.24E-05,0.00058565
Nudt1,0.99995455,4.25E-05,0.000587322
Smc1b,0.99995455,4.33E-05,0.000597612
1500016L03Rik,0.99995455,4.36E-05,0.000601522
Chodl,0.99995455,4.46E-05,0.000614196
Fam181a,0.99995455,4.50E-05,0.000619193
Ppfia2,0.196160172,4.54E-05,0.000624634
Xpo4,0.99995455,4.55E-05,0.00062557
Gm4477,0.99995455,4.68E-05,0.000643271
Gm16897,0.955783262,4.70E-05,0.000644528
2700038G22Rik,0.99995455,4.73E-05,0.000648134
Pnma1,0.968381018,4.76E-05,0.000651649
Nanos2,0.99995455,4.77E-05,0.000653103
Iltifb,0.99995455,4.78E-05,0.000654336
Prss45,0.99995455,4.80E-05,0.000655308
Oca2,0.99995455,4.83E-05,0.00065934
Pcp4,0.198657084,4.84E-05,0.000659681
1700071M16Rik,0.99995455,4.97E-05,0.000677744
Tcte1,0.99995455,5.03E-05,0.000685121
Tlr12,0.99995455,5.06E-05,0.00068892
Gckr,0.99995455,5.19E-05,0.000702261
Gm10319,0.99995455,5.19E-05,0.000702261
AI115009,0.99995455,5.19E-05,0.000702261
Opn4,0.99995455,5.19E-05,0.000702261
Bhmt2,0.99995455,5.20E-05,0.000702261
Mirlet7i,0.99995455,5.20E-05,0.000702261
4930507D05Rik,0.99995455,5.20E-05,0.000702261
Dph1,0.99995455,5.19E-05,0.000702261
A230009B12Rik,0.99995455,5.24E-05,0.000707291
Npff,0.99995455,5.33E-05,0.000719485
Dpys,0.99995455,5.45E-05,0.00073525
Trpc1,0.951683485,5.48E-05,0.000737747
Olfr1301,0.99995455,5.60E-05,0.000754378
B3gnt9,0.775765366,5.87E-05,0.000789187
Gng4,0.133954329,5.91E-05,0.0007946
Casz1,0.99995455,5.96E-05,0.000800357
Ern1,0.99995455,5.97E-05,0.000801525
Morn3,0.99995455,6.14E-05,0.000822955
Ppp1r36,0.858562475,6.16E-05,0.00082445
4921533I20Rik,0.99995455,6.17E-05,0.000825143
Pcdhb21,0.99995455,6.41E-05,0.000856782
Prr15,0.99995455,6.46E-05,0.000862691
Nprl3,0.691033019,6.53E-05,0.000871278
Tpo,0.99995455,6.61E-05,0.000882075
Trim63,0.981381357,6.68E-05,0.000886922
Wisp2,0.981381357,6.68E-05,0.000886922
Cr2,0.981381357,6.68E-05,0.000886922
A230077H06Rik,0.981381357,6.68E-05,0.000886922
Ccl5,0.981381357,6.68E-05,0.000886922
Sesn2,0.99995455,6.69E-05,0.000887386
Hephl1,0.99995455,6.82E-05,0.000904891
Rxfp3,0.99995455,7.02E-05,0.000930795
Nlrc5,0.730827887,7.07E-05,0.000935439
Pask,0.99995455,7.44E-05,0.000984075
Wnt3,0.99995455,7.61E-05,0.001005994
Gdpd3,0.99995455,7.66E-05,0.001011345
D330022K07Rik,0.99995455,7.80E-05,0.001029076
Ccnjl,0.99995455,7.83E-05,0.001032349
Mustn1,0.99995455,8.04E-05,0.001058681
Solh,0.99995455,8.28E-05,0.001089955
Chaf1b,0.99995455,8.42E-05,0.00110741
Taf1c,0.99995455,8.67E-05,0.001139552
Iqcc,0.99995455,9.11E-05,0.001195837
C3,0.99995455,9.46E-05,0.001241202
Arl14epl,0.99995455,9.57E-05,0.00125485
Gpr149,0.99995455,9.79E-05,0.001282358
4930404N11Rik,0.99995455,9.94E-05,0.001301004
Exosc9,0.818319253,0.000100863,0.001319274
Ear2,0.99995455,0.000103313,0.001350225
Twist1,0.99995455,0.000103416,0.001350482
5430427O19Rik,0.99995455,0.00010399,0.001356893
Leap2,0.99995455,0.00010535,0.001373531
Hnrnph3,0.99995455,0.0001066,0.001388711
Slc2a9,0.99995455,0.00010859,0.001413498
9530051G07Rik,0.99995455,0.000109228,0.001420669
Gins1,0.99995455,0.000110736,0.001439129
Foxm1,0.99995455,0.000110894,0.001440025
Lbp,0.99995455,0.00011213,0.001454903
Slc22a18,0.99995455,0.000112332,0.001456367
Cops7b,0.816972344,0.000113464,0.001469862
Zfp110,0.798514714,0.00011443,0.001481196
Gm5595,0.99995455,0.000122426,0.001583431
Wasf3,0.308247244,0.000130346,0.001684529
Sult5a1,0.99995455,0.000134606,0.0017382
1700034F02Rik,0.99995455,0.000137158,0.001768339
Nlrp3,0.99995455,0.000137158,0.001768339
Jup,0.142716096,0.000138887,0.001789207
1110015O18Rik,0.99995455,0.000139362,0.001793896
Gm6484,0.99995455,0.00013972,0.001795661
Atp6v0c,0.99995455,0.00013972,0.001795661
Wdr63,0.99995455,0.000140812,0.001808254
Ucma,0.99995455,0.000141601,0.001816948
Zfp935,0.99995455,0.000142091,0.001821797
Stk32a,0.99995455,0.000152236,0.001950329
Speer4b,0.99995455,0.000154508,0.001977172
Prkag3,0.99995455,0.000154575,0.001977172
Pcdha7,0.974795028,0.000155084,0.001980557
Abca6,0.99995455,0.000154996,0.001980557
Slc25a2,0.99995455,0.00016034,0.002046072
Pstpip2,0.99995455,0.000164104,0.002092455
Pcdha3,0.512869159,0.000164831,0.002100072
1700048O20Rik,0.877157188,0.000167208,0.002128681
Mettl24,0.99995455,0.000172477,0.002192323
Mirlet7d,0.99995455,0.000172397,0.002192323
Copg2,0.99995455,0.000172715,0.002193634
Harbi1,0.99995455,0.000173562,0.00220266
Map4k1,0.99995455,0.000175897,0.002229645
Cml3,0.99995455,0.000175963,0.002229645
Cdkl1,0.99995455,0.000177135,0.002242746
1700049L16Rik,0.732732235,0.00018184,0.002296931
4930451I11Rik,0.732732235,0.00018184,0.002296931
AY358078,0.732732235,0.00018184,0.002296931
Wnt10b,0.99995455,0.000183345,0.002314139
Gli1,0.99995455,0.000184079,0.002321602
Qrfp,0.821789574,0.000187086,0.002354038
Gal3st3,0.99995455,0.000187046,0.002354038
C2,0.99995455,0.000186937,0.002354038
Epha1,0.99995455,0.000187369,0.002355771
4933422A05Rik,0.99995455,0.000190122,0.002388531
Mb21d1,0.646910655,0.000191809,0.002407861
Chaf1a,0.99995455,0.000194089,0.002434593
Emp1,0.99995455,0.000198295,0.002484806
Psd4,0.99995455,0.000198398,0.002484806
Vit,0.99995455,0.00019956,0.002497423
Khdc3,0.99995455,0.000206554,0.002582961
Ephb1,0.99995455,0.000210044,0.002624583
Prnd,0.99995455,0.000211395,0.002639429
9230110C19Rik,0.99995455,0.000212701,0.002653693
Strc,0.99995455,0.00021554,0.002687045
Pld6,0.99995455,0.000224814,0.002800511
Art5,0.99995455,0.000225492,0.002806792
Cd7,0.99995455,0.000229691,0.002856871
Ptpn20,0.99995455,0.000230508,0.002864829
Slc7a7,0.99995455,0.000231944,0.002880472
Bst1,0.99995455,0.000242816,0.00301319
Pax6os1,0.99995455,0.000245764,0.003047442
Dct,0.99995455,0.000246936,0.003059633
Naip5,0.975007929,0.000247959,0.003062948
Zscan25,0.975007929,0.000247959,0.003062948
1700024G13Rik,0.975007929,0.000247959,0.003062948
D630024D03Rik,0.975007929,0.000247959,0.003062948
Rrh,0.99995455,0.000255573,0.0031546
Adam21,0.99995455,0.000257632,0.003177595
Piezo2,0.99995455,0.000258046,0.003180282
Scd4,0.99995455,0.000260125,0.003203463
Snora21,0.99995455,0.000263884,0.003247292
Nudt10,0.99995455,0.000264941,0.00325783
Pyroxd1,0.99995455,0.000270058,0.003318229
Fam163b,0.122110849,0.000273908,0.003362994
Pgbd1,0.99995455,0.000275753,0.003383079
A730056A06Rik,0.99995455,0.000283992,0.003481529
Gm2721,0.99995455,0.000291566,0.003571681
Fbxo24,0.99995455,0.000292409,0.003579313
Trerf1,0.99995455,0.000294986,0.003608123
Pkdrej,0.99995455,0.000295788,0.003615211
Apoa1,0.99995455,0.000301756,0.003685373
Rnf17,0.99995455,0.000307672,0.003754805
Grm4,0.794159867,0.000309732,0.0037771
Samd5,0.99995455,0.000310954,0.003789159
Rbfox3,0.130210397,0.000314689,0.003831787
Ncdn,0.133044698,0.000336442,0.004093584
Stbd1,0.521322998,0.000346595,0.004213961
Sparcl1,0.112018727,0.000349582,0.004247094
Mapk1ip1,0.99995455,0.00035368,0.004293664
H6pd,0.99995455,0.000356916,0.004329706
Ankar,0.99995455,0.000380399,0.004611124
Tmem54,0.99995455,0.000387011,0.00468777
Ccl8,0.99995455,0.000389739,0.004717297
Ncf1,0.99995455,0.000406221,0.004913118
5430435G22Rik,0.99995455,0.000407067,0.004916093
Lad1,0.99995455,0.000407073,0.004916093
Dbil5,0.99995455,0.000407828,0.004921545
BC025920,0.99995455,0.000422355,0.005093067
Zfp658,0.84366574,0.000425697,0.005129559
Cngb1,0.99995455,0.000431678,0.005197763
Olfr935,0.99995455,0.000438849,0.005280181
Tmprss9,0.99995455,0.000442854,0.005324426
Npb,0.99995455,0.000452376,0.005434879
Ccdc18,0.99995455,0.000455761,0.005471492
Polr2a,0.99995455,0.00045873,0.00550306
C1ra,0.99995455,0.00045911,0.005503555
Rslcan18,0.978899414,0.00046646,0.00557518
Spata2l,0.241926177,0.000465565,0.00557518
Gm11128,0.978899414,0.00046646,0.00557518
Ctla4,0.978899414,0.00046646,0.00557518
Rxfp1,0.99995455,0.000469287,0.005604837
Pim1,0.99995455,0.000485827,0.005798106
Rims3,0.99995455,0.000490201,0.005846003
Gm10548,0.99995455,0.000491856,0.005861429
Hkdc1,0.99995455,0.000492561,0.005865526
Vangl1,0.99995455,0.000501098,0.005962807
Cxcl16,0.99995455,0.000534572,0.006356465
Gchfr,0.99995455,0.000539895,0.006415065
A930041C12Rik,0.99995455,0.000543822,0.006456986
Zik1,0.99995455,0.000544643,0.006462009
Zfp418,0.99995455,0.000551608,0.006539864
Meox2,0.99995455,0.000552602,0.006546858
Ifnlr1,0.99995455,0.00055411,0.006559934
Gm2061,0.99995455,0.000572313,0.006770497
Il3ra,0.99995455,0.000572823,0.00677158
Ddx60,0.99995455,0.00057557,0.0067991
Amt,0.99995455,0.000578684,0.006830913
Piwil2,0.485375415,0.000594191,0.007008862
Abca8b,0.99995455,0.000595458,0.007018699
Gm6297,0.99995455,0.000610287,0.007188264
Olfr32,0.99995455,0.000611443,0.00719666
Wdr93,0.99995455,0.000623564,0.007333997
Itgb7,0.301416276,0.000624926,0.007344698
Xrcc2,0.99995455,0.000627618,0.007370989
Klk13,0.99995455,0.000632889,0.007427514
Zfp865,0.99995455,0.000639633,0.00750124
Myzap,0.99995455,0.000642211,0.007526023
Gcfc2,0.99995455,0.000645318,0.00755698
Ldb2,0.99995455,0.000679319,0.007949408
Zfp707,0.99995455,0.000690315,0.008072254
Muc2,0.99995455,0.000696872,0.008143059
Creb3l2,0.99995455,0.000698755,0.00815919
Rps27,0.99995455,0.000708963,0.008272426
Gabra5,0.134448094,0.000711242,0.008293046
Pcdhgb7,0.99995455,0.000741864,0.008643894
Slc44a3,0.99995455,0.000743266,0.008654005
Mmp9,0.99995455,0.000745269,0.008671101
Tssk4,0.99995455,0.000757551,0.008795079
4930414N06Rik,0.99995455,0.000757551,0.008795079
4930590J08Rik,0.99995455,0.000757551,0.008795079
A230056J06Rik,0.99995455,0.000766991,0.008898303
Trim7,0.99995455,0.000771141,0.008940051
Leprel1,0.99995455,0.000781322,0.009051619
Twist2,0.99995455,0.000782662,0.009060671
Bpifb4,0.99995455,0.000784199,0.009071983
Tnfsf9,0.99995455,0.00081575,0.00943026
1700024P16Rik,0.99995455,0.000824241,0.009521628
Ngp,0.99995455,0.000828309,0.00956181
Cyp3a13,0.99995455,0.000839949,0.009689286
Nrsn1,0.117070834,0.000847963,0.009774782
Nat8,0.99995455,0.000857972,0.009883134
Adamts6,0.99995455,0.000859329,0.009891736
Fam229a,0.99995455,0.000891765,0.010257825
Pmf1,0.748117085,0.000926421,0.010648913
Gm11992,0.99995455,0.000931189,0.010696146
1110019D14Rik,0.99995455,0.000932809,0.010707168
Ipo7,0.99995455,0.000933887,0.010711959
Prokr2,0.176495433,0.000958869,0.010990744
Trim65,0.91935808,0.0009824,0.011252506
Gm10790,0.99995455,0.00102801,0.011766616
Dach2,0.99995455,0.001050527,0.012015831
Ldb3,0.99995455,0.001051265,0.012015831
Grasp,0.337680785,0.001069602,0.012216811
Slc38a4,0.727107709,0.001072749,0.012235924
Zfp87,0.99995455,0.001072784,0.012235924
Wbscr27,0.99995455,0.001077858,0.012285155
Rtkn2,0.844399459,0.001085069,0.012358662
B4galt7,0.99995455,0.001100819,0.012529253
Cdc45,0.99995455,0.001130513,0.012858199
Pde8a,0.99995455,0.001148671,0.013055573
Slc27a5,0.766382275,0.001161697,0.013194376
Zmynd12,0.99995455,0.001178092,0.013371223
Pdgfd,0.452515478,0.001245932,0.014131311
Gzmm,0.419103769,0.001261339,0.014296055
5830415F09Rik,0.99995455,0.001277495,0.014469061
Bcl2l15,0.99995455,0.001300047,0.014714209
Mertk,0.572464955,0.00130935,0.01480917
Gatad2b,0.99995455,0.001313446,0.014845138
Hnf1b,0.99995455,0.001314556,0.014847347
Apobr,0.99995455,0.001411149,0.015927229
Ccdc111,0.99995455,0.00147837,0.016674324
Pkd1l3,0.99995455,0.001490763,0.01680242
Vwa3a,0.99995455,0.001545447,0.017394593
Nrxn3,0.089691972,0.001544606,0.017394593
Rtl1,0.99995455,0.001570489,0.017664185
Gm14744,0.99995455,0.001597239,0.017940176
Pde5a,0.10504581,0.001596228,0.017940176
2010300C02Rik,0.076888243,0.001635147,0.01835325
Bard1,0.99995455,0.001673222,0.018767629
Fam83f,0.99995455,0.001691904,0.018964057
Gm1141,0.99995455,0.001694927,0.01898482
Plin4,0.455864558,0.001751247,0.019602117
Myh4,0.99995455,0.001773306,0.019726512
Tc2n,0.99995455,0.001773306,0.019726512
Ankef1,0.99995455,0.001773306,0.019726512
1700048M11Rik,0.99995455,0.001773306,0.019726512
Gm10389,0.99995455,0.001773306,0.019726512
Scarna3b,0.99995455,0.001773306,0.019726512
A330035P11Rik,0.99995455,0.001764543,0.019726512
Olfr131,0.99995455,0.001773306,0.019726512
Ptger3,0.99995455,0.001766793,0.019726512
Nmur2,0.619173774,0.001776271,0.019745945
Nrgn,0.099069029,0.001830119,0.020329164
Shank2,0.456873688,0.001831242,0.020329164
Prr22,0.99995455,0.001833999,0.020345851
Zfp386,0.46866319,0.001850618,0.020516182
Ctxn1,0.076498338,0.001854627,0.020546584
Calm2,0.102784611,0.001898763,0.021021181
Anks1b,0.110368354,0.001912853,0.021162733
B930059L03Rik,0.99995455,0.001937645,0.021422402
Ptprcap,0.8911753,0.001952927,0.02157665
Dlgap4,0.146215802,0.001983734,0.021902097
Nsmf,0.471133218,0.002017884,0.022263988
Npas4,0.161828128,0.002090283,0.023047113
Zpbp2,0.99995455,0.002116924,0.02326178
Snord12,0.99995455,0.002116924,0.02326178
Trmt13,0.99995455,0.002116924,0.02326178
4933430I17Rik,0.99995455,0.002116924,0.02326178
Cldn15,0.99995455,0.002116924,0.02326178
Gm15713,0.366351686,0.002128282,0.023323386
Ifitm5,0.366351686,0.002128282,0.023323386
Hs6st3,0.366351686,0.002128282,0.023323386
AI662270,0.366351686,0.002128282,0.023323386
Mastl,0.99995455,0.002155285,0.023603356
Mblac1,0.99995455,0.002185935,0.023922858
Smtn,0.696065348,0.002297029,0.025110693
Necab2,0.117286046,0.002297569,0.025110693
Nhsl2,0.107513146,0.002309631,0.025225525
Mmgt2,0.999954595,0.00235603,0.025714969
Tpx2,0.99995455,0.002377749,0.025934568
Pcdhga2,0.99995455,0.002390927,0.026060787
Htr5b,0.99995455,0.00240159,0.026159425
Rhoh,0.518441424,0.002409204,0.026224752
Epha5,0.13553266,0.002428272,0.026414587
Rcn2,0.090017324,0.002436241,0.026483504
Steap3,0.99995455,0.002446899,0.026581551
Sgk2,0.99995455,0.002473268,0.026850023
Hist1h4f,0.99995455,0.002534232,0.027493453
E330011O21Rik,0.99995455,0.0025497,0.027642769
5730522E02Rik,0.99995455,0.002565055,0.027790667
Galns,0.518568443,0.002599516,0.028145232
Fetub,0.99995455,0.002602408,0.028157741
Cdh6,0.745159212,0.002622268,0.028353709
Ccdc65,0.976590443,0.00262825,0.028399459
Grin1,0.093691945,0.002695966,0.029111763
Psors1c2,0.839306591,0.002699212,0.029127422
Zswim4,0.330321348,0.002717264,0.029302727
Prox2,0.99995455,0.002734894,0.02945766
Plch1,0.999954595,0.002735263,0.02945766
Usp29,0.99995455,0.002739607,0.029484863
Fzd4,0.784581279,0.002761619,0.029702054
Nsun3,0.99995455,0.00276562,0.029725379
2700099C18Rik,0.72490127,0.002782178,0.029883536
Gp9,0.99995455,0.002796594,0.030018501
Oprd1,0.773605329,0.002827961,0.030323299
Zfp959,0.99995455,0.002828729,0.030323299
Nol9,0.239291951,0.002835584,0.030376704
Gucy1b2,0.351168125,0.002900527,0.031051908
Cck,0.106725301,0.002927403,0.031318968
Fhod1,0.99995455,0.002973179,0.031787732
Dusp2,0.99995455,0.003010354,0.032163984
Gpr171,0.99995455,0.003014316,0.032185121
Tekt1,0.99995455,0.003117004,0.033259659
Gpr156,0.999954595,0.003148644,0.033575184
S100a2,0.885827306,0.003173405,0.033706255
Zfp709,0.99995455,0.003172381,0.033706255
Olfr536,0.885827306,0.003173405,0.033706255
Mir670,0.885827306,0.003173405,0.033706255
Tjp3,0.885827306,0.003173405,0.033706255
4930479D17Rik,0.885827306,0.003173405,0.033706255
BC089491,0.979730255,0.003194152,0.033771804
Slc1a7,0.979730255,0.003194152,0.033771804
Tnfrsf18,0.979730255,0.003194152,0.033771804
Arhgap19,0.628939317,0.003182403,0.033771804
D130017N08Rik,0.99995455,0.003193276,0.033771804
Dmbt1,0.979730255,0.003194152,0.033771804
Tmem221,0.979730255,0.003194152,0.033771804
Tmem170,0.99995455,0.003196508,0.033774695
1600020E01Rik,0.647612035,0.003270339,0.034532311
C1ql3,0.911975217,0.003298477,0.034761534
2410007B07Rik,0.911975217,0.003298477,0.034761534
Ppl,0.911975217,0.003298477,0.034761534
4930519F09Rik,0.99995455,0.003304575,0.034803188
Gipc2,0.99995455,0.003337475,0.035126869
Trpv2,0.99995455,0.003360215,0.035343269
Fam131b,0.088407683,0.003392771,0.035648226
Arhgap40,0.91206342,0.003408989,0.035648226
Awat2,0.91206342,0.003408989,0.035648226
Osr2,0.91206342,0.003408989,0.035648226
4930412B13Rik,0.91206342,0.003408989,0.035648226
Olfr1418,0.91206342,0.003408989,0.035648226
A930018P22Rik,0.91206342,0.003408989,0.035648226
Aldh1a7,0.99995455,0.003398687,0.035648226
Rasef,0.91206342,0.003408989,0.035648226
Mis12,0.99995455,0.003511619,0.036674144
Sostdc1,0.797753902,0.003510469,0.036674144
Ptprv,0.99995455,0.003547533,0.037025378
Pbx3,0.307348446,0.003551408,0.03704199
Nr4a1,0.13195564,0.003622128,0.037755326
Fblim1,0.99995455,0.003682691,0.038361951
Rassf8,0.99995455,0.00370398,0.038558958
Supt7l,0.99995455,0.003714278,0.038641358
Mettl20,0.99995455,0.003778476,0.039258878
Gprin1,0.090267386,0.003776231,0.039258878
Mgll,0.218259329,0.003796007,0.039415776
Mettl5,0.815509281,0.003810345,0.039539342
Fam160b2,0.444942714,0.003838278,0.03977829
Cdc37,0.476992655,0.003835878,0.03977829
Kif5a,0.084269105,0.003888064,0.040268527
Tpcn2,0.99995455,0.00390047,0.04037123
2900055J20Rik,0.99995455,0.003922475,0.040573098
Rab40c,0.300480217,0.003943437,0.040763927
Adrb3,0.99995455,0.003989511,0.041213931
Marveld3,0.99995455,0.004001564,0.041312137
C530005A16Rik,0.99995455,0.004010695,0.041380068
Slc16a3,0.99995455,0.004172145,0.043018445
Cml2,0.626379566,0.004175256,0.043023175
E530001F21Rik,0.99995455,0.004227981,0.043538807
Gria3,0.093084844,0.004245923,0.043695829
Ncapg2,0.444844957,0.004349252,0.044730835
Nxph3,0.99995455,0.004378646,0.045004599
Tmprss6,0.99995455,0.004416468,0.045364595
Rragd,0.08932786,0.004446703,0.045646247
4833424O15Rik,0.138038776,0.004469024,0.045846358
Car5b,0.99995455,0.004512402,0.046262103
Syn1,0.101268672,0.004516838,0.046278327
Pnma2,0.704543637,0.00454402,0.046527439
Rilp,0.99995455,0.004559185,0.046653265
Dlg2,0.082266728,0.004568245,0.046716503
Ccm2l,0.903529248,0.004585406,0.046862445
Mmp13,0.99995455,0.004660685,0.0476018
Micall2,0.99995455,0.004668333,0.0476499
Adam4,0.160046918,0.004678097,0.047719532
Gpr115,0.99995455,0.004693688,0.047848481
Rpl30,0.99995455,0.004849782,0.049408675
Rasl11b,0.086631461,0.004902137,0.049910712
